arrest_count,month_id,boro_id,jurisdiction_id,perp_age_id,perp_sex_id,perp_race_id,vict_age_id,vict_sex_id,vict_race_id,court_count,complaint_count,shooting_count
,4,2,1,2,1,4,1,1,5,,1,
,4,3,1,2,2,1,2,1,4,,1,
,4,1,,2,2,2,,6,,,1,
,4,4,1,3,3,2,,6,,,2,
,4,1,1,4,3,2,,6,,,1,
,4,1,,,3,,2,2,2,,1,
,4,4,1,2,3,2,2,1,2,,1,
,4,1,2,3,1,1,3,2,4,,1,
,4,5,1,2,1,2,2,1,2,,1,
,4,5,1,2,2,3,2,1,2,,1,
,4,2,1,,2,2,4,2,4,,2,
,4,3,2,1,1,2,1,2,1,,1,
,4,2,1,1,1,3,1,1,2,,1,
,4,4,1,5,1,4,,5,,,2,
,4,1,1,1,1,4,1,1,2,,2,
,4,4,1,1,1,2,5,1,4,,1,
,4,4,3,2,1,2,2,1,2,,1,
,4,2,1,1,1,2,1,1,,,1,
,4,2,1,3,1,5,3,1,3,,1,
,4,4,1,3,2,3,1,2,4,,1,
,4,1,1,1,2,5,3,1,5,,1,
,4,4,1,,1,,,1,,,1,
,4,5,1,1,2,5,,6,,,1,
,4,3,1,,1,5,1,1,1,,1,
,4,2,1,1,1,4,,2,,,1,
,4,3,1,2,1,2,1,2,4,,1,
,4,2,1,1,2,,1,1,4,,2,
,4,1,1,4,1,4,5,2,1,,1,
,4,1,1,,2,,2,1,2,,1,
,4,3,1,3,1,5,1,2,,,1,
,4,1,1,1,1,5,1,2,5,,1,
,4,4,1,,2,,4,2,5,,1,
,4,1,3,2,2,4,3,2,2,,1,
,4,1,3,4,1,2,3,1,4,,1,
,4,2,2,1,2,2,2,2,2,,1,
,4,5,1,1,2,4,,5,,,1,
,4,2,1,3,1,,3,2,3,,1,
,4,4,2,1,2,2,3,2,2,,1,
,4,1,1,1,1,3,1,2,4,,1,
,4,5,1,1,2,3,,6,,,4,
,4,2,1,1,1,6,1,2,2,,1,
,4,1,1,3,1,1,3,1,2,,1,
,4,1,1,4,1,1,,6,,,1,
,4,1,1,3,1,1,,6,1,,1,
,4,3,1,3,1,1,1,1,4,,1,
,4,4,1,,3,,,1,,,1,
,4,2,1,,3,,4,1,2,,1,
,4,1,1,,1,5,2,2,2,,1,
,4,4,3,4,2,1,4,2,2,,1,
,4,3,1,4,1,2,2,1,2,,1,
,4,4,1,1,1,3,2,2,2,,1,
,4,1,2,2,2,3,2,1,2,,1,
,4,4,1,,,,,2,2,,4,
,4,5,1,2,1,2,1,2,4,,1,
,4,3,1,1,2,2,2,2,2,,1,
,4,1,1,3,1,4,4,2,3,,1,
,4,3,1,3,3,,2,1,4,,1,
,4,4,1,,2,3,,6,,,1,
,4,1,2,1,1,4,1,2,2,,1,
,4,1,1,2,2,4,2,2,4,,3,
,4,4,1,,3,,1,1,6,,1,
,4,3,1,,1,1,3,2,4,,1,
,4,4,2,1,1,5,,2,,,1,
,4,3,1,5,1,3,1,1,3,,1,
,4,1,1,4,1,4,3,1,2,,1,
,4,3,1,4,1,2,1,1,4,,1,
,4,1,2,1,1,1,5,2,4,,1,
,4,3,1,1,2,4,1,2,2,,1,
,4,4,1,3,1,5,,6,,,1,
,4,1,1,,2,3,1,2,3,,2,
,4,5,1,,1,,2,1,2,,1,
,4,3,1,1,3,,,6,,,1,
,4,1,2,,1,1,1,2,4,,1,
,4,4,2,1,1,2,4,1,2,,1,
,4,1,1,,3,3,1,2,2,,1,
,4,2,1,,1,2,4,1,3,,2,
,4,3,1,,,,2,2,1,,1,
,4,3,2,,3,4,1,2,4,,1,
,4,2,2,,2,4,1,2,2,,1,
,4,3,1,1,1,1,1,1,2,,1,
,4,1,1,1,1,4,,1,3,,1,
,4,3,1,3,1,5,1,2,2,,1,
,4,2,1,3,1,2,1,1,5,,2,
,4,1,2,2,2,2,3,1,2,,1,
,4,3,1,,2,,4,2,1,,1,
,4,4,1,2,1,1,2,1,2,,1,
,4,2,1,4,3,,,6,5,,1,
,4,1,1,2,2,3,5,2,3,,1,
,4,1,1,2,1,4,3,2,4,,1,
,4,3,1,3,1,3,,5,,,1,
,4,3,2,2,1,2,4,2,1,,1,
,4,2,1,1,1,4,3,1,2,,1,
,4,2,1,1,1,4,,1,,,1,
,4,2,1,3,2,3,1,1,3,,1,
,4,5,1,3,1,3,2,1,3,,1,
,4,2,1,,2,5,1,1,5,,1,
,4,3,1,,1,,1,2,2,,1,
,4,4,1,,,,2,1,1,,1,
,4,1,1,3,1,3,3,2,2,,1,
,4,4,1,2,2,4,1,2,4,,1,
,4,2,1,1,1,2,2,1,3,,1,
,4,3,1,,1,3,1,1,5,,1,
,4,3,1,2,1,1,,6,,,1,
,4,1,3,,3,,1,1,5,,3,
,4,2,1,2,1,3,2,1,4,,1,
,4,2,1,2,1,3,4,1,2,,1,
,4,1,1,2,2,4,2,1,,,1,
,4,4,1,1,1,3,3,1,5,,1,
,4,4,1,3,1,5,1,1,3,,1,
,4,4,2,4,1,2,4,2,2,,1,
,4,4,2,,1,2,3,2,2,,1,
,4,2,1,3,1,4,5,2,1,,1,
,4,2,1,3,1,4,5,2,4,,1,
,4,1,1,,3,2,1,1,3,,1,
,4,1,1,4,1,2,3,1,4,,1,
,4,3,2,,1,2,2,2,4,,1,
,4,1,1,2,2,4,1,2,1,,1,
,4,3,2,,1,2,1,2,1,,1,
,4,1,2,3,1,2,1,1,2,,2,
,4,4,1,2,1,2,3,1,6,,1,
,4,4,1,1,1,3,1,1,1,,1,
,4,3,1,2,1,2,1,1,2,,1,1
,4,1,2,,3,,3,2,4,,2,
,4,2,1,,1,3,3,1,2,,2,
,4,5,1,2,1,2,,5,,,1,
,4,1,1,4,3,2,3,1,3,,1,
,4,,,1,1,2,3,1,2,,2,
,4,1,1,2,2,6,2,1,5,,1,
,4,2,1,3,1,4,2,2,4,,1,
,4,5,1,4,1,2,,5,,,1,
,4,1,1,4,2,2,4,2,2,,2,
,4,4,2,1,1,4,1,2,2,,2,
,4,5,1,3,1,5,3,2,5,,1,
,4,2,1,1,1,1,1,2,3,,1,
,4,2,1,2,1,1,2,2,1,,1,
,4,4,1,1,1,4,4,2,3,,1,
,4,1,3,,1,2,2,2,4,,1,
,4,1,1,1,2,4,1,1,3,,1,
,4,3,1,,1,,1,1,6,,1,
,4,2,1,4,1,5,3,1,5,,1,
,4,3,1,2,1,1,,2,1,,1,
,4,5,2,1,2,2,1,2,2,,1,
,4,1,1,1,1,5,2,2,3,,1,
,4,4,1,3,1,4,1,1,,,1,
,4,2,1,2,1,4,3,1,5,,1,
,4,1,3,1,1,4,,1,,,1,
,4,1,1,,1,,2,1,3,,1,
,4,4,1,1,2,3,5,1,4,,1,
,4,2,3,2,1,2,1,1,5,,1,
,4,2,1,1,1,,2,2,4,,1,
,4,1,2,3,2,2,1,2,2,,2,
,4,1,3,,,,,6,,,4,
,4,3,1,1,1,5,2,1,3,,1,
,4,2,3,2,1,2,2,2,3,,1,
,4,3,3,2,1,4,2,1,2,,1,
,4,1,1,4,1,2,3,1,2,,2,
,4,1,3,,3,,1,1,4,,2,
,4,3,1,5,1,2,3,2,2,,1,
,4,1,1,,3,4,1,2,3,,1,
,4,3,1,1,1,2,2,1,2,,1,
,4,3,1,1,1,2,2,1,4,,1,
,4,4,1,,1,,2,2,2,,1,
,4,1,1,,,,5,2,6,,1,
,4,1,1,3,1,2,2,1,5,,1,
,4,3,1,,1,,3,1,,,1,
,4,1,1,,1,4,1,1,3,,1,
,4,4,1,,1,4,1,1,5,,1,
,4,1,1,,1,1,,1,,,1,
,4,3,1,4,1,2,1,1,2,,1,
,4,2,1,2,1,2,1,1,4,,1,
,4,1,3,2,1,2,2,2,3,,1,
,4,3,1,,1,4,3,1,4,,1,
,4,2,1,,1,3,3,2,4,,1,
,4,2,1,,,,5,1,4,,2,
,4,4,2,4,1,2,1,2,2,,1,
,4,2,1,,1,2,3,1,2,,1,
,4,3,1,2,1,3,1,1,3,,1,
,4,3,1,1,1,3,2,1,3,,1,
,4,2,1,,,,5,1,5,,1,
,4,4,1,,1,2,2,1,3,,3,
,4,1,1,1,1,2,2,1,2,,1,
,4,1,1,,,,5,1,2,,1,
,4,2,1,1,1,5,4,1,5,,1,
,4,3,1,,2,2,,1,2,,1,
,4,2,1,,2,3,4,2,2,,1,
,4,1,3,,2,2,3,2,4,,1,
,4,4,3,,3,2,3,2,2,,1,
,4,1,1,,1,2,4,2,2,,2,
,4,2,1,2,1,3,4,1,4,,1,
,4,4,1,4,2,,3,2,,,1,
,4,3,2,1,1,1,5,2,4,,1,
,4,3,1,,1,4,1,2,1,,1,
,4,1,1,4,1,2,4,2,,,1,
,4,3,1,,2,4,,2,,,1,
,4,2,2,,,,,6,,,1,
,4,4,2,,3,,3,1,3,,1,
,4,2,1,,3,,2,1,,,1,
,4,3,1,5,1,3,,6,,,1,
,4,1,1,,1,1,3,2,1,,1,
,4,5,1,,1,1,3,1,4,,1,
,4,3,1,2,1,1,1,2,4,,1,
,4,3,1,1,2,2,2,1,4,,1,
,4,1,1,,2,4,2,2,5,,1,
,4,5,1,,2,2,4,1,2,,1,
,4,1,3,2,1,2,2,1,3,,1,
,4,1,1,,1,1,1,2,2,,1,
,4,3,3,2,1,2,3,2,2,,1,
,4,1,2,1,2,2,1,1,2,,2,
,4,2,,,3,,,6,,,1,
,4,4,1,3,1,3,1,2,4,,1,
,4,2,1,3,2,5,3,2,2,,1,
,4,4,3,,,,3,1,2,,1,
,4,5,1,1,1,2,3,1,2,,1,
,4,1,1,,1,2,5,1,2,,2,
,4,4,1,5,2,5,,6,,,1,
,4,1,1,3,2,,5,2,,,1,
,4,1,1,1,2,4,3,1,3,,1,
,4,3,1,,1,1,1,1,,,1,
,4,2,1,3,1,3,1,2,2,,1,
,4,4,1,,1,3,3,1,2,,1,
,4,4,1,1,1,2,3,1,3,,1,
,4,3,1,2,2,4,2,1,4,,1,
,4,5,1,3,1,,1,2,3,,1,
,4,5,1,1,1,4,3,2,4,,3,
,4,1,1,,1,2,3,1,6,,1,
,4,2,1,3,2,2,5,1,2,,1,
,4,3,2,,3,,2,2,4,,1,
,4,1,1,3,1,2,1,2,1,,1,
,4,1,,,,,3,1,3,,1,
,4,3,,1,1,2,,6,,,1,
,4,3,1,,1,,3,2,1,,1,
,4,3,1,3,1,1,,2,,,1,
,4,2,2,1,1,2,3,1,2,,1,
,4,4,1,1,2,2,1,1,,,1,
,4,4,1,,3,,5,1,5,,1,
,4,1,2,1,1,2,,2,2,,1,
,4,1,1,2,1,2,3,1,2,,1,
,4,4,2,1,1,5,1,2,4,,1,
,4,1,1,,3,,5,1,1,,2,
,4,1,3,3,1,3,,5,,,1,
,4,4,2,2,2,2,2,2,2,,1,
,4,4,1,4,1,4,4,2,1,,1,
,4,1,1,1,2,1,1,2,1,,1,
,4,3,1,,,,4,1,4,,1,
,4,1,1,3,1,3,1,1,5,,2,
,4,1,1,1,1,5,3,1,3,,1,
,4,4,1,2,2,4,,6,,,1,
,4,5,1,,3,3,,6,,,1,
,4,3,1,1,1,2,,2,,,1,
,4,4,1,2,2,1,2,1,2,,1,
,4,1,1,,2,,3,2,4,,1,
,4,3,1,,1,3,1,1,1,,1,
,4,3,1,,1,2,2,1,2,,1,
,4,3,3,,3,2,3,2,5,,1,
,4,1,1,1,3,5,2,2,3,,1,
,4,1,1,,2,3,3,2,1,,1,
,4,4,1,2,2,4,2,2,3,,1,
,4,5,1,1,2,2,1,2,3,,1,
,4,3,1,,3,,5,1,4,,1,
,4,1,1,,1,,5,1,3,,1,
,4,3,1,,1,,4,2,4,,1,
,4,2,1,,1,5,2,2,5,,2,
,4,4,1,,2,2,,1,,,1,
,4,1,2,3,1,1,1,2,4,,1,
,4,3,1,3,1,2,3,2,5,,1,
,4,1,2,,3,,1,2,1,,1,
,4,4,,1,1,2,3,1,4,,1,
,4,3,1,,2,2,2,1,2,,1,
,4,2,2,1,1,4,1,2,4,,3,
,4,4,1,4,2,2,2,2,2,,1,
,4,4,1,1,2,4,4,1,2,,1,
,4,1,1,,1,3,3,1,,,1,
,4,1,2,1,2,4,3,2,2,,1,
,4,3,2,,3,,3,2,4,,2,
,4,2,1,2,1,3,,6,,,3,
,4,3,2,1,1,2,2,1,2,,1,
,4,3,1,3,1,,1,1,4,,1,
,4,5,1,,3,,3,1,,,1,
,4,1,1,,1,3,1,2,1,,1,
,4,2,1,1,2,2,2,1,2,,1,
,4,2,1,1,1,2,2,2,3,,2,
,4,5,1,2,2,4,4,2,4,,1,
,4,4,1,,2,,1,2,4,,1,
,4,3,1,2,1,4,,1,,,1,
,4,1,1,3,1,2,1,1,4,,1,
,4,1,2,2,1,1,5,2,2,,1,
,4,1,2,1,1,4,5,2,4,,1,
,4,3,1,,,,3,2,,,3,
,4,4,1,2,1,2,5,1,2,,1,
,4,3,1,2,1,,,5,,,1,
,4,1,1,1,1,4,4,1,4,,1,
,4,3,1,4,2,2,4,2,4,,1,
,4,1,2,,,,,6,,,1,
,4,1,3,,1,2,3,1,5,,1,
,4,4,1,,1,2,3,1,3,,1,
,4,2,1,4,1,4,,6,,,1,
,4,2,1,,2,4,1,1,2,,1,
,4,4,1,3,1,5,3,1,2,,1,
,4,2,1,1,2,5,1,2,1,,1,
,4,2,1,1,2,1,1,2,5,,1,
,4,1,1,3,2,,3,1,2,,2,
,4,4,1,,1,3,1,2,5,,1,
,4,2,1,1,1,2,1,2,3,,1,
,4,2,1,4,1,2,4,1,5,,1,
,4,4,2,1,2,,4,1,,,1,
,4,2,1,2,1,4,2,2,3,,1,
,4,2,1,4,1,6,2,2,6,,1,
,4,2,1,,3,3,,6,,,1,
,4,1,1,,3,,4,1,4,,1,
,4,3,1,4,1,2,4,1,6,,1,
,4,2,1,,2,,1,2,5,,3,
,4,1,1,4,1,2,4,1,1,,1,
,4,1,2,4,2,2,,2,,,1,
,4,1,2,1,2,2,4,2,2,,2,
,4,3,1,,1,4,5,2,4,,1,
,4,1,1,5,2,,1,2,5,,1,
,4,2,1,4,1,6,,5,,,1,
,4,1,1,2,2,2,2,2,,,1,
,4,1,2,1,2,2,1,2,1,,1,
,4,1,1,,1,2,1,2,4,,1,
,4,4,1,2,1,,,5,,,1,
,4,2,1,4,1,1,3,2,5,,1,
,4,2,1,4,1,2,1,2,4,,1,
,4,1,1,,2,2,3,2,5,,1,
,4,4,2,1,1,2,4,2,2,,1,
,4,1,1,,2,2,1,1,2,,1,
,4,1,,,1,5,,6,,,1,
,4,4,3,,1,2,1,1,3,,1,
,4,4,1,4,1,3,,5,,,1,
,4,1,2,,1,2,5,2,,,1,
,4,5,1,,1,,1,1,3,,1,
,4,5,1,4,2,2,3,2,2,,1,
,4,4,1,,2,3,1,2,3,,1,
,4,4,1,2,1,4,4,2,2,,1,
,4,4,,3,1,2,3,1,2,,1,
,4,1,1,3,2,5,5,1,5,,1,
,4,4,1,4,1,2,4,1,3,,3,
,4,2,1,1,1,1,1,1,3,,1,
,4,2,1,3,1,1,1,2,4,,1,
,4,4,1,1,1,1,1,1,3,,1,
,4,5,1,,2,,2,2,3,,1,
,4,1,1,,1,2,2,1,,,1,
,4,3,1,,2,2,,2,,,1,
,4,3,1,,2,2,3,2,3,,2,
,4,1,1,3,2,5,,6,,,1,
,4,5,1,,2,3,3,2,3,,1,
,4,4,3,2,2,2,2,2,2,,1,
,4,2,1,,3,,5,1,3,,1,
,4,1,3,,1,2,1,2,2,,2,
,4,4,1,,2,,1,2,5,,1,
,4,5,1,,3,3,4,1,2,,1,
,4,1,1,,1,2,1,1,,,1,
,4,2,1,,2,3,1,1,5,,1,
,4,2,1,1,2,3,1,1,2,,1,
,4,3,1,4,1,2,4,2,4,,1,
,4,2,1,2,1,2,3,2,1,,1,
,4,5,1,2,1,4,5,1,4,,1,
,4,4,1,,3,,5,1,4,,1,
,4,1,2,2,1,2,2,2,2,,1,
,4,4,1,4,1,3,4,2,2,,1,
,4,1,1,1,2,4,1,2,1,,1,
,4,4,2,,2,1,3,1,2,,1,
,4,2,1,4,2,5,1,2,4,,1,
,4,4,1,1,1,1,3,1,4,,1,
,4,2,3,,,,1,1,5,,1,
,4,5,1,3,1,,3,2,3,,1,
,4,4,1,5,1,2,,6,,,2,
,4,3,3,,1,,1,2,3,,1,
,4,3,2,1,1,4,5,1,4,,1,
,4,1,1,2,1,2,4,1,3,,1,
,4,2,1,1,1,1,1,1,4,,1,
,4,2,1,,1,2,1,2,3,,1,
,4,1,,2,1,4,,1,,,1,
,4,3,1,,3,,4,1,5,,1,
,4,2,1,3,1,5,1,1,2,,1,
,4,3,1,,2,4,1,2,2,,1,
,4,3,1,,3,,5,2,,,1,
,4,3,2,1,1,2,3,2,2,,1,
,4,1,1,1,3,3,1,1,3,,1,
,4,2,1,2,3,2,1,1,2,,1,
,4,4,1,3,1,5,2,1,5,,1,
,4,2,1,,2,2,,6,,,1,
,4,2,,1,2,2,5,2,5,,1,
,4,2,,5,2,5,1,2,2,,1,
,4,4,1,,1,5,1,2,1,,1,
,4,1,1,1,2,6,,6,,,1,
,4,1,2,1,1,4,3,1,4,,1,
,4,3,1,3,2,1,1,1,4,,1,
,4,3,1,2,1,4,3,1,2,,1,
,4,3,1,,1,2,4,1,5,,1,
,4,4,1,,1,,2,2,3,,2,
,4,1,1,2,2,,2,2,4,,1,
,4,4,1,1,1,2,1,2,1,,1,
,4,4,1,,1,4,5,1,3,,1,
,4,4,2,,2,2,3,2,2,,5,
,4,3,1,,,,5,2,2,,1,
,4,4,1,1,1,4,3,2,2,,1,
,4,1,1,1,1,3,3,1,5,,1,
,4,2,1,2,1,4,3,1,3,,1,
,4,2,1,3,1,3,2,1,4,,2,
,4,3,2,3,1,1,,5,,,1,
,4,4,1,,3,2,4,1,3,,1,
,4,4,1,5,1,2,3,2,2,,2,
,4,3,1,3,1,,1,2,4,,1,
,4,3,1,2,3,2,4,1,1,,1,
,4,3,3,,1,2,1,2,4,,1,
,4,1,1,1,1,2,1,1,,,1,
,4,3,1,1,1,1,,2,,,1,
,4,5,2,1,2,,1,1,4,,1,
,4,3,1,2,1,4,2,1,2,,1,
,4,4,1,1,1,3,3,2,3,,1,
,4,1,1,4,2,2,2,1,2,,1,
,4,2,1,,,,5,2,,,1,
,4,4,1,1,1,1,,6,,,6,
,4,2,1,,1,2,3,2,5,,1,
,4,4,1,1,2,4,4,2,4,,1,
,4,2,1,,3,2,3,1,3,,1,
,4,1,3,2,2,2,1,2,5,,1,
,4,4,1,,2,,3,1,2,,1,
,4,4,1,4,1,2,5,1,2,,1,
,4,1,1,1,1,2,5,2,4,,1,
,4,4,1,1,2,4,3,1,6,,1,
,4,1,1,,2,2,,2,2,,2,
,4,4,1,,1,,2,1,6,,1,
,4,4,1,3,2,,3,2,2,,1,
,4,4,1,3,1,3,4,1,3,,1,
,4,4,1,4,1,2,2,2,2,,1,
,4,4,1,,2,3,3,2,4,,1,
,4,2,1,3,3,2,,6,,,1,
,4,3,1,,1,2,1,1,1,,4,
,4,2,1,,2,3,1,2,4,,1,
,4,1,1,1,1,4,1,2,1,,1,
,4,4,2,,3,,3,2,2,,1,
,4,3,1,,3,3,1,2,4,,1,
,4,4,1,,3,4,1,1,2,,1,
,4,1,1,,3,4,1,1,2,,1,
,4,2,1,1,2,4,3,2,4,,1,
,4,2,1,,2,5,1,2,3,,2,
,4,4,1,3,1,,,2,2,,1,
,4,2,1,2,1,3,3,2,3,,1,
,4,1,,3,2,4,,5,,,1,
,4,4,1,1,2,3,2,2,4,,1,
,4,5,1,,1,2,3,1,5,,1,
,4,1,1,,1,2,1,1,1,,1,
,4,3,1,3,2,1,3,2,,,1,
,4,3,1,,1,1,2,1,4,,3,
,4,2,2,3,2,4,3,1,4,,1,
,4,4,2,1,1,3,3,2,3,,2,
,4,2,1,2,2,2,,1,2,,1,
,4,3,1,,,,,1,4,,1,
,4,2,1,1,1,5,3,2,2,,1,
,4,1,1,1,1,3,,1,3,,1,
,4,2,1,3,2,,3,1,3,,1,
,4,2,1,1,2,2,1,1,,,1,
,4,4,,1,1,2,,5,,,1,
,4,4,1,1,2,,1,2,,,1,
,4,3,1,,1,4,5,1,4,,1,
,4,2,1,3,1,2,2,1,4,,1,
,4,1,1,3,1,4,2,2,2,,1,
,4,3,1,1,1,5,2,2,1,,1,
,4,4,1,,2,1,3,1,2,,1,
,4,3,1,3,1,2,2,2,2,,1,
,4,3,2,1,2,4,1,1,1,,1,
,4,1,1,4,1,2,1,1,2,,1,1
,4,2,1,,1,,2,2,3,,2,
,4,3,1,3,2,2,1,2,4,,5,
,4,3,1,1,2,,3,2,2,,1,
,4,3,1,,2,4,5,1,2,,1,
,4,3,,,,,,2,4,,1,
,4,3,2,1,2,,2,2,4,,1,
,4,3,1,,3,2,,5,,,1,
,4,2,1,1,1,2,,1,2,,1,
,4,1,1,,1,1,1,1,4,,1,
,4,4,1,1,1,1,1,2,1,,2,
,4,5,2,,3,,2,2,2,,1,
,4,3,1,1,2,2,,1,,,1,
,4,1,1,,3,,4,1,2,,3,
,4,4,1,,2,2,1,1,3,,1,
,4,2,3,3,1,2,1,1,4,,1,
,4,5,1,,2,,1,2,5,,1,
,4,4,1,1,2,2,1,2,4,,1,
,4,4,1,,1,4,3,1,2,,1,
,4,4,1,2,1,,4,2,2,,1,
,4,2,1,1,2,5,2,2,5,,1,
,4,2,2,,1,,1,2,2,,2,
,4,3,1,1,1,4,5,2,4,,1,
,4,3,1,1,1,,1,2,,,1,
,4,2,2,,1,2,,5,,,1,
,4,5,2,,,,,6,,,1,
,4,4,2,1,1,2,1,2,4,,1,
,4,4,2,,,,5,1,2,,1,
,4,2,1,,3,5,1,1,5,,1,
,4,5,1,3,1,2,1,2,2,,1,
,4,4,3,1,1,2,1,2,4,,1,
,4,4,2,1,1,4,1,2,4,,1,
,4,3,1,2,1,,2,2,2,,1,
,4,4,1,,3,3,1,1,3,,1,
,4,1,1,2,1,2,2,2,1,,1,
,4,2,1,4,1,2,4,2,5,,1,
,4,5,1,1,2,3,5,2,3,,1,
,4,3,1,1,1,3,1,1,6,,1,
,4,4,1,1,1,,2,2,2,,1,
,4,4,1,1,1,4,2,2,3,,1,
,4,1,2,2,1,6,3,2,4,,1,
,4,1,3,1,1,2,,2,,,1,
,4,1,2,1,1,4,1,2,1,,1,
,4,4,1,,1,3,2,1,3,,1,
,4,1,2,,1,4,1,2,4,,3,
,4,3,2,,3,,1,1,1,,1,
,4,4,2,1,2,1,1,1,1,,1,
,4,2,1,,1,3,,5,,,1,
,4,2,1,,1,4,2,2,4,,1,
,4,1,3,3,1,4,,5,,,1,
,4,4,1,1,1,3,1,2,5,,1,
,4,1,1,,3,1,2,1,1,,1,
,4,3,1,5,1,2,,5,2,,1,
,4,3,2,4,2,4,1,2,4,,2,
,4,2,1,1,1,,1,2,,,2,
,4,1,1,,1,5,1,2,5,,1,
,4,3,1,,3,2,2,1,1,,2,
,4,2,1,3,2,5,1,1,5,,1,
,4,4,3,,,,1,1,3,,1,
,4,4,2,1,2,4,1,1,2,,1,
,4,4,2,2,1,,2,2,2,,1,
,4,3,1,1,2,5,1,1,5,,2,
,4,2,1,,2,4,3,1,2,,1,
,4,3,1,2,2,4,,5,,,2,
,4,1,1,1,1,1,5,1,3,,1,
,4,4,2,5,1,2,3,2,2,,1,
,4,3,1,2,2,1,2,2,2,,3,
,4,2,1,1,1,2,2,1,4,,1,
,4,1,1,1,1,4,2,2,2,,1,
,4,1,1,2,2,1,1,1,4,,1,
,4,4,1,,2,2,,5,,,1,
,4,4,1,2,2,3,1,1,3,,1,
,4,2,1,3,2,1,4,2,4,,1,
,4,4,1,,1,4,3,2,4,,1,
,4,1,3,,3,,1,2,3,,1,
,4,1,1,,1,5,2,1,3,,1,
,4,2,1,,1,3,1,1,6,,1,
,4,2,1,2,2,4,1,1,3,,1,
,4,4,1,1,1,,1,2,3,,1,
,4,3,2,,1,,3,1,1,,1,
,4,2,1,1,1,2,2,2,1,,3,
,4,1,1,1,1,2,4,1,4,,1,
,4,2,1,,1,3,1,1,2,,1,
,4,3,2,1,2,4,2,1,2,,1,
,4,1,3,2,1,4,1,1,4,,1,
,4,1,3,2,1,4,2,1,4,,1,
,4,1,3,2,1,4,1,2,4,,1,
,4,4,1,1,1,3,5,2,2,,1,
,4,4,1,1,1,4,3,2,3,,1,
,4,3,1,1,1,5,3,1,4,,1,
,4,4,3,1,2,2,2,1,4,,1,
,4,3,1,1,1,1,3,1,1,,1,
,4,4,1,3,1,2,1,1,4,,1,
,4,,,1,1,2,1,1,2,,3,
,4,3,1,,2,2,1,1,5,,1,
,4,1,1,1,2,3,3,1,5,,1,
,4,1,1,,1,2,,1,4,,1,
,4,2,1,3,1,4,3,1,4,,1,
,4,2,1,1,3,4,1,1,4,,1,
,4,4,1,1,1,4,2,2,4,,1,
,4,,,2,1,2,2,1,4,,2,
,4,2,1,,3,,,5,2,,1,
,4,1,3,,,,1,1,4,,1,
,4,4,1,,3,3,,6,,,1,
,4,1,1,2,1,1,,2,,,1,
,4,1,3,1,1,1,3,2,4,,1,
,4,3,1,4,1,2,1,2,4,,1,
,4,3,2,,1,1,2,2,2,,1,
,4,4,1,1,2,2,,1,,,1,
,4,3,1,1,1,1,3,2,4,,1,
,4,1,2,,3,2,2,2,2,,1,
,4,2,1,,1,1,3,1,4,,1,
,4,2,1,1,1,5,2,1,5,,1,
,4,4,1,1,1,4,3,1,4,,1,
,4,2,1,1,1,2,1,2,5,,1,
,4,1,1,,1,4,4,2,1,,1,
,4,4,1,1,1,4,1,1,,,1,
,4,2,2,,3,,5,1,2,,1,
,4,4,1,,2,,4,2,2,,1,
,4,1,1,1,1,2,,5,3,,1,
,4,1,1,1,1,1,3,1,3,,1,
,4,1,1,,1,5,3,2,5,,2,
,4,2,1,2,1,3,,5,,,1,
,4,2,1,1,1,1,2,2,1,,1,
,4,1,1,3,1,,1,1,2,,1,
,4,3,1,,1,,1,2,3,,1,
,4,3,1,1,3,2,,6,,,1,
,4,4,2,,3,,3,1,2,,2,
,4,2,1,,2,,1,1,3,,1,
,4,3,1,,1,2,2,2,4,,2,
,4,4,1,4,2,1,1,2,,,1,
,4,3,2,3,1,1,3,2,4,,1,
,4,4,1,2,1,2,3,2,4,,1,
,4,4,2,2,2,1,,5,,,1,
,4,3,1,4,2,4,2,1,2,,1,
,4,1,1,,1,,1,2,,,1,
,4,4,1,2,1,2,4,1,2,,2,
,4,4,1,,2,2,1,1,4,,1,
,4,1,1,,1,,2,1,5,,2,
,4,2,2,1,2,2,1,1,2,,1,
,4,1,1,2,1,2,2,1,4,,2,1
,4,4,1,1,1,2,,2,2,,1,
,4,3,1,1,1,2,5,2,2,,2,
,4,3,1,3,2,4,3,1,4,,2,
,4,1,1,2,2,2,4,2,2,,1,
,4,2,2,,2,2,4,2,2,,1,
,4,1,1,,3,4,1,1,,,1,
,4,1,1,5,1,2,5,2,3,,1,
,4,2,2,,3,,5,2,2,,1,
,4,3,1,3,2,1,1,2,4,,1,
,4,1,1,4,1,2,1,2,3,,1,
,4,4,2,4,2,4,1,2,4,,1,
,4,2,1,,1,2,3,1,3,,1,
,4,4,1,1,2,3,5,1,3,,1,
,4,4,1,,1,,4,2,3,,1,
,4,2,1,2,1,2,4,2,4,,2,
,4,5,1,5,2,2,3,1,3,,1,
,4,3,1,1,1,1,2,1,4,,1,
,4,2,1,1,2,2,1,2,5,,1,
,4,3,1,1,1,4,,1,,,1,
,4,3,1,3,1,2,3,2,3,,1,
,4,4,1,3,1,,1,1,3,,1,
,4,2,1,2,1,5,5,1,5,,1,
,4,4,1,,1,4,3,2,2,,1,
,4,4,1,,2,3,,2,3,,1,
,4,3,1,1,1,,2,2,1,,1,
,4,3,1,1,1,,2,1,,,1,
